time	V(in)	V(out)	V(n001)	V(n002)	I(R1)	I(Vb)	I(Ve)	I(Voffset)	Ib(Q1)	Ic(Q1)	Ie(Q1)
9.455453577137125e-03	7.303073e-01	3.381741e+00	1.000000e+01	7.300000e-01	1.323652e-02	-1.323652e-02	-4.270696e-05	-4.270696e-05	4.270696e-05	1.323652e-02	-1.327922e-02
9.498310719994237e-03	7.300106e-01	3.452178e+00	1.000000e+01	7.300000e-01	1.309565e-02	-1.309565e-02	-4.221567e-05	-4.221567e-05	4.221567e-05	1.309565e-02	-1.313786e-02
9.546453577137059e-03	7.296729e-01	3.530284e+00	1.000000e+01	7.300000e-01	1.293943e-02	-1.293943e-02	-4.167336e-05	-4.167336e-05	4.167336e-05	1.293943e-02	-1.298111e-02
9.594596434279882e-03	7.294062e-01	3.591936e+00	1.000000e+01	7.300000e-01	1.281613e-02	-1.281613e-02	-4.124529e-05	-4.124529e-05	4.124529e-05	1.281613e-02	-1.285737e-02
9.642739291422703e-03	7.292107e-01	3.637134e+00	1.000000e+01	7.300000e-01	1.272573e-02	-1.272573e-02	-4.093148e-05	-4.093148e-05	4.093148e-05	1.272573e-02	-1.276666e-02
9.690882148565524e-03	7.290864e-01	3.665877e+00	1.000000e+01	7.300000e-01	1.266825e-02	-1.266825e-02	-4.073192e-05	-4.073192e-05	4.073192e-05	1.266825e-02	-1.270898e-02
9.739025005708345e-03	7.290332e-01	3.678166e+00	1.000000e+01	7.300000e-01	1.264367e-02	-1.264367e-02	-4.064661e-05	-4.064661e-05	4.064661e-05	1.264367e-02	-1.268431e-02
9.787167862851168e-03	7.290512e-01	3.674000e+00	1.000000e+01	7.300000e-01	1.265200e-02	-1.265200e-02	-4.067556e-05	-4.067556e-05	4.067556e-05	1.265200e-02	-1.269268e-02
9.835310719993990e-03	7.291403e-01	3.653379e+00	1.000000e+01	7.300000e-01	1.269324e-02	-1.269324e-02	-4.081876e-05	-4.081876e-05	4.081876e-05	1.269324e-02	-1.273406e-02
9.858596434279688e-03	7.292303e-01	3.632898e+00	1.000000e+01	7.300000e-01	1.273420e-02	-1.273420e-02	-4.096056e-05	-4.096056e-05	4.096056e-05	1.273420e-02	-1.277516e-02
9.881882148565384e-03	7.293308e-01	3.609900e+00	1.000000e+01	7.300000e-01	1.278020e-02	-1.278020e-02	-4.111997e-05	-4.111997e-05	4.111997e-05	1.278020e-02	-1.282132e-02
9.905167862851082e-03	7.294417e-01	3.584385e+00	1.000000e+01	7.300000e-01	1.283123e-02	-1.283123e-02	-4.129698e-05	-4.129698e-05	4.129698e-05	1.283123e-02	-1.287253e-02
9.928453577136778e-03	7.295630e-01	3.556353e+00	1.000000e+01	7.300000e-01	1.288729e-02	-1.288729e-02	-4.149159e-05	-4.149159e-05	4.149159e-05	1.288729e-02	-1.292878e-02
9.951739291422476e-03	7.296947e-01	3.525804e+00	1.000000e+01	7.300000e-01	1.294839e-02	-1.294839e-02	-4.170380e-05	-4.170380e-05	4.170380e-05	1.294839e-02	-1.299010e-02
9.975025005708172e-03	7.298368e-01	3.492737e+00	1.000000e+01	7.300000e-01	1.301453e-02	-1.301453e-02	-4.193362e-05	-4.193362e-05	4.193362e-05	1.301453e-02	-1.305646e-02
9.998310719993870e-03	7.299894e-01	3.457154e+00	1.000000e+01	7.300000e-01	1.308569e-02	-1.308569e-02	-4.218104e-05	-4.218104e-05	4.218104e-05	1.308569e-02	-1.312787e-02
9.999310719993869e-03	7.299957e-01	3.455681e+00	1.000000e+01	7.300000e-01	1.308864e-02	-1.308864e-02	-4.219129e-05	-4.219129e-05	4.219129e-05	1.308864e-02	-1.313083e-02
1.000000000000000e-02	7.300000e-01	3.454666e+00	1.000000e+01	7.300000e-01	1.309067e-02	-1.309067e-02	-4.219835e-05	-4.219835e-05	4.219835e-05	1.309067e-02	-1.313287e-02
